0,3,0,0,0,3,9,13,3,5,10,2,0,3,0,1,4,0,0,7,2,2,0,2,0,0,2,0,0,11,0,0
0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,3,1,0,3,4,0,0,5,0,11,0,0,4,4,5
1,0,0,0,0,0,1,0,0,0,0,0,0,8,2,3,7,0,0,1,0,4,1,0,0,0,0,0,0,4,0,12
4,0,9,3,1,0,5,0,0,0,2,0,10,1,5,1,0,0,0,0,3,3,0,4,0,0,3,0,0,1,0,0
1,0,5,1,3,0,8,0,10,0,0,0,0,1,6,0,1,2,2,4,0,0,0,1,0,0,0,0,7,0,0,0
0,0,0,0,0,0,3,5,0,2,0,11,0,0,2,5,0,0,1,0,0,0,2,0,4,0,16,0,0,11,7,0
0,0,3,8,0,0,0,0,9,0,0,0,3,9,0,0,0,1,0,0,2,0,6,0,3,4,10,0,0,0,2,12
0,8,0,8,0,3,0,0,0,4,0,1,6,6,0,2,0,0,0,3,7,5,11,0,1,0,0,0,0,0,0,0
5,6,8,3,7,6,5,0,0,2,0,5,11,0,0,0,1,0,0,4,5,4,0,0,0,7,5,0,0,0,0,0
1,0,0,2,0,0,0,1,2,3,0,5,4,3,0,1,6,0,4,3,0,0,6,0,0,0,0,0,0,0,0,0
1,0,6,0,0,5,0,1,2,3,4,0,0,1,0,2,7,0,0,0,3,0,9,0,1,0,0,5,4,0,0,1
1,1,8,0,3,6,0,0,0,0,0,0,11,2,6,0,0,0,0,6,4,0,0,0,0,3,0,0,0,0,13,0
2,0,5,0,5,7,5,0,8,0,1,2,0,7,0,0,0,0,1,1,3,0,0,0,5,3,4,0,0,0,0,0
0,1,1,0,0,8,0,0,2,1,5,2,0,4,0,0,7,0,0,0,0,0,8,5,3,2,0,0,0,0,0,9
0,0,0,6,0,5,0,1,8,0,0,0,0,4,0,0,3,0,0,2,1,0,2,0,0,0,0,0,0,4,14,0
0,0,0,1,0,0,1,11,0,0,0,0,2,0,0,0,3,0,0,2,1,0,7,0,3,0,14,0,0,5,0,7
1,0,1,10,6,1,7,0,0,0,8,8,0,0,7,0,0,0,4,0,0,0,1,0,0,0,0,1,7,0,0,8
3,0,5,0,3,0,7,2,0,0,0,4,0,2,5,2,0,0,0,0,1,0,2,0,0,0,0,1,9,0,0,0
0,0,0,3,0,9,0,0,2,0,2,0,3,3,0,5,0,0,0,0,0,0,0,3,0,5,0,0,8,8,8,16
0,0,0,2,3,0,0,7,5,0,8,1,5,0,0,8,1,0,3,0,10,4,0,4,8,0,9,0,4,4,0,0
0,6,0,0,5,5,0,0,1,1,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,3,0,1,3,0,0
1,2,1,0,2,0,0,5,2,6,0,3,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9
2,0,0,3,0,0,0,0,1,0,6,0,0,2,8,0,0,2,0,2,0,0,0,4,0,8,8,0,1,1,1,0
0,0,5,0,0,4,0,0,0,9,0,0,4,1,0,2,2,0,4,4,0,6,0,0,5,0,0,0,0,0,0,4
0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,7,0,2,0,4,2,0,2,0,0,0,0,0,8,0,10,0
0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,17,0,0,0,5,0
0,0,0,3,0,0,2,0,0,0,7,2,2,0,2,0,2,3,0,3,2,0,0,0,0,0,2,0,0,0,0,0
0,0,0,4,0,0,0,1,6,0,3,4,0,0,0,2,0,2,1,4,0,0,4,0,0,0,0,6,0,0,0,14
0,3,0,0,2,0,0,1,1,0,0,0,0,3,0,0,5,0,0,0,2,0,4,6,1,0,0,0,0,0,2,0
2,0,0,3,2,1,0,2,0,0,0,0,0,2,5,0,0,0,0,1,0,2,0,2,4,0,1,0,0,2,4,10
0,3,4,0,0,10,0,0,0,3,8,1,2,2,1,0,0,0,1,0,0,7,0,0,0,8,0,3,0,7,3,0
0,0,3,5,0,3,0,0,1,0,8,0,2,0,0,4,0,0,1,0,1,0,3,0,5,2,0,0,0,0,0,14
0,0,0,5,0,3,0,0,0,0,7,7,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,3,12,5,31
2,0,0,4,0,0,1,0,1,0,0,0,3,4,5,2,2,0,0,0,0,1,0,0,4,0,8,0,4,0,13,22
1,5,0,2,0,7,1,14,0,0,9,5,0,0,2,0,0,0,1,10,0,0,0,0,0,1,0,0,0,0,0,8
0,0,0,6,4,0,0,5,0,0,5,0,4,0,0,0,1,0,6,2,0,0,0,0,0,0,1,3,5,2,3,0
0,1,1,0,0,3,1,5,0,1,0,1,0,2,2,3,0,3,3,7,0,4,4,0,0,1,9,3,0,0,2,0
0,0,0,3,5,0,0,9,0,0,4,0,0,0,0,1,0,6,0,0,1,0,0,0,0,1,0,0,4,0,2,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,8,0,9,0,0,5,0
0,0,0,2,5,5,3,0,0,0,3,0,0,3,4,0,0,0,0,0,0,0,0,1,2,1,0,0,0,3,2,1
1,0,8,7,0,0,0,0,0,0,9,4,0,2,0,0,0,0,4,6,1,2,2,3,0,0,0,0,0,2,3,16
0,1,0,5,0,0,6,0,0,0,2,0,0,0,0,11,0,1,0,0,7,1,5,0,0,0,6,0,3,0,0,0
0,0,3,6,4,0,4,0,0,0,0,4,0,8,0,0,5,6,0,0,4,1,2,0,4,0,0,9,3,0,0,2
0,0,0,5,0,0,0,0,2,0,0,0,0,6,1,0,0,1,0,0,0,0,0,2,0,0,0,3,0,1,0,5
3,0,0,0,0,5,6,0,2,0,0,0,0,3,0,0,0,6,5,1,4,4,0,0,0,0,6,1,2,0,1,5
0,0,0,1,0,3,0,0,0,0,4,0,4,0,1,0,0,2,4,0,6,3,0,2,0,0,0,0,0,0,10,0
2,10,6,5,14,0,13,17,7,0,6,4,4,0,5,6,6,0,1,3,1,1,0,0,7,0,8,9,0,0,6,0
0,0,5,0,0,0,1,0,0,0,5,1,2,4,0,0,0,1,1,0,10,1,1,0,1,0,2,4,0,0,7,0
0,3,8,0,5,0,0,0,1,0,6,0,0,2,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,7,7,2
0,2,1,0,4,5,4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,5,5,0
4,0,0,6,1,0,0,0,5,7,0,0,10,0,0,0,2,0,1,7,0,0,0,1,0,0,4,3,0,3,0,0
0,0,0,6,0,0,0,5,1,0,1,0,5,0,0,0,0,0,0,2,0,0,0,0,6,0,0,6,2,0,0,11
0,0,2,0,5,3,0,0,8,2,3,0,0,0,2,0,5,0,1,0,0,4,0,0,4,0,5,2,0,5,1,2
0,1,0,1,6,0,6,4,0,4,0,2,3,0,0,0,0,0,0,0,4,0,0,3,2,0,0,0,1,0,0,7
1,0,0,0,0,5,3,2,0,0,1,0,0,4,2,0,0,0,0,0,1,1,1,0,0,5,6,0,3,0,0,0
0,2,0,0,0,2,4,0,0,3,0,0,0,0,1,2,9,3,2,0,0,0,0,0,0,0,14,0,1,0,0,0
8,3,2,2,3,5,2,4,0,0,0,4,0,0,3,0,6,3,0,3,0,0,0,0,2,2,0,0,0,0,0,2
3,0,0,0,0,4,1,1,0,1,0,0,1,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,10,0,0,0,0,2,0,0,5,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0
0,2,0,4,0,5,0,0,0,8,0,0,3,0,4,3,6,0,0,0,0,0,4,0,4,0,3,0,1,0,0,0
3,4,9,0,6,0,0,0,0,0,2,0,0,5,3,0,2,4,0,2,0,8,9,0,5,0,0,0,1,0,7,18
5,5,0,1,0,0,3,2,7,0,11,0,4,0,4,0,0,3,0,0,4,0,0,0,0,10,0,0,7,0,0,2
