208,135,58,1,74,6,34,0,13,140,50,7,0,0,50,12,48,0,35,0,40,19,40,0,0,27,0,0,17,0,32,0
144,32,150,38,0,38,69,50,68,62,0,54,50,36,24,0,17,16,0,0,9,1,56,0,8,4,52,4,0,21,0,59
18,31,56,82,220,0,0,73,21,26,85,48,0,186,20,0,57,0,71,0,6,38,0,16,0,1,0,40,0,0,0,59
0,21,0,44,94,74,52,9,74,39,46,33,110,0,30,120,2,3,24,46,12,0,58,15,0,0,0,0,0,26,0,0
0,11,35,14,23,16,0,0,7,0,60,0,10,27,33,39,20,32,38,0,8,0,12,28,0,14,16,0,54,27,39,33
88,0,0,4,74,20,10,0,22,0,0,66,0,0,0,0,28,22,41,13,34,23,0,0,5,0,0,14,0,0,12,28
55,0,41,33,0,0,9,0,0,0,0,35,9,27,48,0,19,20,0,20,3,25,14,0,0,12,76,16,1,0,8,0
0,0,0,5,6,4,11,13,18,2,38,0,0,0,12,0,0,23,0,61,0,0,0,29,0,9,0,17,0,0,30,0
0,0,26,16,10,0,0,0,0,5,7,0,0,0,0,6,0,0,0,4,0,2,0,0,2,0,0,3,0,0,0,0
25,0,0,36,30,0,0,22,32,0,4,4,19,2,6,15,0,0,2,24,10,19,0,14,0,3,0,0,0,26,23,0
0,17,53,0,0,32,32,9,2,7,47,0,16,0,0,0,31,19,0,0,6,0,0,0,13,1,24,0,12,0,0,45
0,0,23,0,0,0,0,0,0,0,5,20,0,0,225,0,36,38,22,1,20,0,8,51,17,0,0,0,54,10,26,0
35,12,14,0,0,45,2,0,76,8,40,0,40,204,132,92,24,5,58,0,23,0,9,34,0,0,6,0,0,28,0,0
0,15,42,156,0,0,0,19,0,0,11,34,31,92,34,21,22,19,7,5,33,0,0,0,0,0,0,17,0,1,0,0
0,31,110,70,3,64,62,50,0,21,0,0,65,19,9,0,0,15,0,18,7,0,13,0,0,21,12,42,18,26,0,75
61,72,93,118,133,11,41,77,0,31,44,23,12,22,0,13,15,10,208,0,14,0,5,16,0,0,0,37,0,9,0,32
0,253,2,24,128,100,72,0,0,34,14,70,0,11,0,0,0,14,57,19,13,50,0,0,0,0,5,32,37,21,6,0
0,96,22,52,221,0,39,65,0,0,19,0,17,21,0,56,28,32,21,0,12,40,9,0,0,0,0,0,0,0,0,75
22,237,212,148,92,121,114,0,155,24,42,0,5,0,37,74,31,0,48,27,39,74,11,31,20,19,6,0,0,0,0,40
97,95,59,105,22,147,131,61,0,64,0,0,29,0,106,121,58,5,54,1,37,21,3,0,0,63,0,9,35,0,39,0
0,2,35,0,11,60,2,42,0,0,8,27,82,0,33,17,46,26,238,0,1,80,8,0,34,0,15,6,52,0,0,0
15,0,7,19,0,0,21,0,32,0,0,48,31,0,9,12,0,6,0,72,22,0,13,25,1,15,14,18,11,7,0,18
27,0,13,0,0,16,0,63,18,10,0,3,0,0,0,145,53,11,0,0,10,52,14,9,12,0,1,0,0,3,0,0
16,0,0,26,0,0,0,0,11,10,0,0,0,168,138,28,96,0,0,46,0,0,0,31,3,8,48,0,4,28,0,0
12,0,25,41,26,10,0,0,11,0,13,34,48,0,69,60,71,10,57,19,0,0,0,2,3,26,0,0,0,0,0,18
11,0,6,0,27,9,0,0,0,30,21,17,0,4,0,17,24,41,106,21,28,0,0,1,0,8,8,0,9,0,10,19
0,30,19,19,0,13,3,23,0,0,0,26,0,24,13,23,0,13,62,21,0,0,5,0,0,46,0,3,1,19,0,4
19,5,16,0,28,0,3,39,33,0,0,32,0,0,0,8,12,0,19,5,0,8,1,0,0,0,0,15,33,0,28,53
12,8,7,0,7,25,54,0,40,2,32,20,0,0,0,0,7,18,70,0,19,12,1,35,0,0,5,3,42,11,3,0
5,0,0,27,0,7,26,12,29,0,0,0,27,6,0,0,0,0,23,0,0,0,6,0,2,30,17,0,0,0,0,27
1,4,28,0,28,23,36,8,7,29,3,0,5,10,7,0,0,10,0,0,16,6,0,0,0,11,0,0,6,9,9,0
1,0,36,12,0,0,0,29,0,10,0,0,0,0,11,0,0,5,1,13,10,7,0,9,1,0,0,15,30,39,0,0
89,44,8,83,124,0,59,47,0,105,0,27,0,0,13,53,32,45,34,0,0,7,0,40,17,0,0,21,0,0,5,59
23,96,102,26,23,0,97,46,83,51,28,0,32,24,31,0,26,0,24,0,34,0,0,46,0,0,0,0,0,0,16,0
0,32,79,0,29,11,9,3,10,10,55,32,0,75,23,32,34,0,27,0,15,0,19,0,11,0,6,0,0,0,23,18
0,19,0,4,0,0,45,40,0,16,37,0,50,50,5,118,0,24,29,17,14,0,13,28,23,0,9,0,6,11,0,26
0,0,22,0,5,15,93,17,16,29,0,0,0,2,0,50,13,29,10,0,12,0,12,67,11,0,0,0,0,21,0,0
10,19,0,0,0,0,60,39,45,0,4,44,19,0,40,0,11,23,48,9,61,0,0,20,0,18,0,0,0,12,13,22
0,8,9,0,0,0,17,0,0,0,31,2,0,0,17,19,12,0,0,0,15,7,5,25,0,14,0,42,7,6,20,0
0,32,0,0,0,139,14,58,0,0,0,0,18,26,0,0,0,0,9,16,0,0,0,0,0,0,5,29,0,21,0,0
0,2,0,23,38,0,14,0,26,0,16,0,27,23,0,0,19,0,21,0,0,10,0,0,35,11,5,0,15,0,4,44
34,3,27,0,32,41,42,0,0,0,65,18,0,0,9,0,20,31,25,0,23,7,23,0,0,0,34,0,0,0,1,56
51,0,14,22,55,0,0,1,8,45,138,0,22,0,0,2,14,0,36,20,0,20,0,0,0,28,0,0,0,8,0,0
0,0,0,0,51,3,0,6,24,179,0,0,0,53,14,14,16,23,14,0,7,0,0,0,0,0,5,0,0,0,0,21
9,3,0,0,0,9,0,0,56,46,44,0,0,12,0,32,0,11,27,0,0,0,43,26,22,0,11,0,0,0,23,27
29,4,30,3,0,9,0,0,0,62,14,0,0,35,0,0,11,22,0,0,0,0,0,48,0,2,0,0,41,29,11,0
